review_id,text,rating,location_sentiment,room_sentiment,service_sentiment,value_sentiment,overall_sentiment,text_length
155,"fun phoenix returned phoenix week stay crowne plaza, amazing stay staff went way accomodate, indoor pool godsend temperature outside reached low 100, hotel close shopping hotel shuttle offered bring kids amusement park street, husband delighted fun able bring, great time,  ",5,2,0,2,0,4,274
156,"loved view/hated cramps stayed occidental march 10-17th, not happy check locks n't open door security let inside knob feel completely, desk did n't understand did n't like room ignored requests help hour got technician new door knob room worked not, room clean cleaned water slow morning, party 4 got sick people staying resort traveled spoke, smell sewage swim bar area, unable specialty resturants said booked going checking seats available not let in.the beach beautiful clean chairs, pools looked pretty water nice cool clean, took great care maintaining grounds.overall relaxing time not resort,  ",2,2,6,2,0,10,602
157,"good airport hotel booked hotel early departures, nights room comfortable air-conditioning awful, quiet open windows, non-smoking floor smoking allowed restaurants common areas, arriving hotel shuttle available departing odd hour pay 30 taxi no taxi wants 5-minute trip, offer cab driver 10 did agree pay going rate hotel car 30, check-in problem odd hours staff speak english, hotel restaurants awful, chopsticks chinese taste good chinese food u.s. greasy, good wine list course problem smokers, good espresso desert bar outside chopsticks, best aspect hotel excellent travel desk manned efficient friendly lindsay day, ask eat town, english excellent, helped hotel merchant sold damaged item,  ",2,1,1,4,1,7,697
158,"basic good hotel fair distance city centre close hyde park, hotel provides basic service, breakfast meal served guests encouraged eat order take-away directory provided room various restaurants, room microwave kitchen area laundry rooms available various floors, self-serve hotel, general hotel clean rooms cleaned daily,  ",3,2,2,2,0,6,323
159,"real rip stayed frankfurt book fair, room rates jacked 580 euro night, location good rooms average.my business partner went hotel restaurant cup coffee morning, added 26 eu hotel 70, breakfast buffet, discovered charge checkout explained staff coffee unwilling bill.upon return e-mailed hilton asking partial refund got no response, expensive cup coffee,  ",2,1,1,0,0,2,356
160,"great hotel wife stayed night antiche figure booked grand canal overlook room, charming quiet staff extremely friendly, loved views windows room, bed exceptionally soft comfortable dont europe.price comparable venice expensive,  ",5,0,4,4,0,8,229
161,"worst experience hotel not stay hotelstaff unhelpfulrooms dirty dodgy wireingbathroom dirty mould bath cracked toilet plus mirror mould itrestaurant waiters rude arrogant slamming plates downi meal hotel spent night toilet haveing diahoreah tablets stop vomitinghad booked paid wanted credit card details security, checked morning taken 2 nights tried contact hotel money did not understand money credit card companyi thought pics reviews hotel good worst experience not let hamster stay,  ",1,0,-1,-1,-1,-3,490
162,"nice hotel booked standard room palace disappointed walked lobby long line people waiting check, suddenly staff appeared started checking people tower lobby, upgraded large room tower, room beautiful large, tower section feel small hotel, service good entire trip, not know happy room booked, not wanted pay 450 room got normal rate 300 night enjoyed, enjoyed location walked,  ",4,2,2,2,2,8,378
163,"great location 5th trip hk chose different ritz carlton change, deluxe harbour view room like suite separate living room second bathroom, overall quality good view unrestricted not directly opposite main area hk offers dazzling light not dramatic, stayed 2 nights did n't eat hotel not comment, large hotel lacks character compared ritz carlton benefit recommed rc hp, hotels standard hk value money average, staff general friendly did wait acknowledged checking not busy, clean modern hotel lots people coming going quiet kowloon whampoa gdns, access hk easy 5 mins walk star ferry 20 cab ride central kowloon,  ",3,4,4,4,4,16,613
164,"good choice, felt compelled contribute trip advisor valuable resource, giving considering majestic colonial booking trip, hope review helps make decision stay majestic colonial.my wife couple stayed 8-11-07 8-17-07. relaxation trip opportunity spend quality time dear friends, friend scoured internet including trip advisor make best decision sight unseen all-inclusive resort stay punta cana, finding vast majority reviews positive using gut feeling booked trip majestic colonial travel agent best deal.first like address unfavorable reviews majestic received know slight doubt placed decision-making process, looking particular vacation idea good vacation not necessarily coincide else__Ç_é_, fairly well-to-do individual does fair share business leisure travel stress majestic good property, based experiences general travel resort certainly meet exceed travelers expectations, idea quality service level consider excellent regularly stay places like waldorf-astoria manhattan various ritz carlton properties bellagio las vegas properties caliber, not bragging trying let know experience used to.with said surroundings accommodations majestic colonial did not disappoint, fact pleasantly surprised aesthetics property, opinion feeling having minor issues physical appearance quality resort likely nearly impossible, hate blunt complaints read reviews petty can__Ç_é_ help imagine nightmare reviewers time interact service-oriented business, giving majestic, developing country resort overall lot places u.s. lot competition, can__Ç_é_ satisfied service-wise surroundings you__Ç_éÈe probably suited country club want consider lowering standards realistic.now no way saying majestic perfect way, feel majority concerns presented attributable cultural differences environmental national economic influences, try address commonly referred majestic.as infamous regularly occurring comments bathroom layout different used home u.s. stayed junior suite direct pool access spacious room basically open space, bathroom area room walk door, double vanity dual sinks wall room, looking sinks jacuzzi tub space opens bedroom/sitting area, left sinks left wall toilet shower, frosted glass door shower quite spacious marble floors tile match marble floors entire room, toilet similar stall public restroom not room public setting, wife needed extended stay restroom person did choose patio minutes, opinion not deal breaker reviewers feel, just think people need complain about.the food beverage situation quite acceptable, food quite middle-of-the-road quality sitting acceptable large buffet, approach buffet mental picture hotels upper quality las vegas not disappointed, breakfast decent good selections, looked days, lunch dinner acceptable liked day not available day, rotate featured items day did staple items available day, food really subjective matter consider somewhat picky eater did just fine, mentioned specially-themed restaurants choose steakhouse beach probably best, chateaubriand truly good rivaling nicer steakhouses to.finally wish acknowledge level service majestic, experience vast majority staff exceptions extremely accommodating truly committed making experience great, admit advantage- advantage want mention benefit gracious hospitable staff members majestic, advantage obvious shame mentioned, tipping folks, i__Ç_ée read lot offenders saw not reviewers point observe people people not tip staff, personally not understand people trip, all-inclusive yes gratuities, don__Ç_é_ know distributed actual people serving, you__Ç_ée basically covered trip expenses ahead time can__Ç_é_ life reason not tipping extremely cheap having no business taking vacation, tipped regularly proportionally day receiving royal treatment went, sadly partially fact tipping staff minority, can__Ç_é_ help think probably explains people reporting poor service, small 1 round drinks 1 person meal long way staff, monetary compensation impression people appreciate simple recognition hard work, like mention reviews stack dollar bills bank head there- make sure tip outlined number people party, spent 100 tipping entire days wife feel did people did, leave couple dollars pillow morning housekeeping- truly unsung heroes, can__Ç_é_ afford refuse severe financial problems reprioritize need vacation simply cheapskate.i__Ç_éö like wrap short comments areas, beach- gorgeous, soft sand pinkish color hold hand, coral rock reef 150-200 yards offshore break waves hit shore rocks close, large easy spot- simply walk, no means rock-infested beach, team__Ç basically group fun-loving employees organize beach pool games dancing exercise routines, fun- open-minded participate watch sidelines, shows night- michael jackson impersonator entertaining fun hearing old songs seeing theatrics, didn__Ç_é_ catch shows, rum lover prepared strictly dominican-branded options, i__Ç_é rum guy ended switching options, frozen drinks rum good, didn__Ç_é_ row sweet drinks tough, presidente beer good- somewhat corona-like.in closing hope review comes rational level-headed approach place, truly gorgeous resort food drink decent especially considering value/price equation stay, staff overall outstanding encountered stellar experiences outdoor bar just main building pool, hard service night reason, bring dollar bills tip- goes long way, finally book trip enjoy, know going,  ",5,2,0,2,0,4,5358
165,"worst place stayed started just fine, greeted nice receptionist gave early check, not told renovations taking place floors noise level horrendous, did not sign warning hazardous chemicals harmful health cause birth defects pregnancy checked, inquired desk receptionist told knew nothing, area nasty unsafe, sink clogged plumber called, water turned freezing cold husband taking hot shower, did n't expect 2 star hotel did n't expect challenged assistant manager issues raised, assistant manager challenged noise not loud considered disruptive, said not credit money stay said general manager contact, 5 days checked not heard general manager, assistant manager nerve offer night free paid day stay, makes think want stay, n't stay, regret possibly bear green 3 headed babies, beware,  ",1,-1,-1,-1,-1,-4,785
166,"excellent allround traffic noise junior hotel situated avinguda sarria 5 minutes walk hospital clinic metro station, bus stop red blur routes bus turistic 7 minutes walk away, centre reach public transport 15 minutes, accommodation high standard opinion 2* classification, rooms clean simply tastefully furnished air conditioning, bathrooms excellent buffet breakfast recommend, staff way helpful reception manned 24 hours day, main drawback hotel situated main road rooms suffer traffic noise night disturbing want good night sleep sight day, apart aspect not fault hotel,  ",4,5,5,5,0,15,575
167,"great business trip hotel stay nikko time travel mexico city, reasons, mainly nice relatively safe neighborhood city polanco close business partners, reason amazing business center probably best experienced, staff helpful professional.the hotel mixture great average, lobby workout center restaurants great, rooms usually stay just average not necessarily bad, beds little hard room furnishings look little outdated, nice clean environment, bathrooms nice offers neutrogena amenities, sure pay little just standard rates amazing rooms nikko executive floors floor 31, solid choice hotel, wo n't absolute best stayed average sure,  ",4,5,4,5,4,18,631
168,"tiny rooms near eiffel tower affordable hotel near eiffel tower rue cler pedestrian shopping street, expected rooms small rooms small charmless, stow luggage unpack, rollaway bed 13 year old daughter 4 feet long, difficult room, said desk help friendly hotel located quiet,  ",2,-1,-1,-1,0,-3,275
169,"outdated not pleasant started suppose early check confirmed reservations 11am did not room til 2pm romance package include champagne room check no champagne 8pm evening include breakfast charged room, staff overworked unfriendly, presidential suite nothing outdated rated suite, not recommend resort nor,  ",2,0,2,2,2,6,306
170,"typival hyatt hotel not expect form hyatt hotel clean nice staff good pool decent not luxurious accomodation, recommend good rate,  ",3,0,4,4,4,12,132
171,"excellent value prime location, got fantastic deal expedia 4 nights price 3 hotel perfect location exploring san francisco.our room 2double beds spacious modern smart comfortable beds flat screen tv stocked mini bar stylish bathroom.the hotel provides guide interesting priced cafes/restaurants area, drive-in diner truly 50 dining experience juke boxes not missed mission st nearby.ps avoid staying truly dreadful fisherman wharf area,  ",5,3,1,0,3,7,438
172,"excellent hotel stayed hotel weekend away anniversay arriving fairly early able check straight away receptionist helpful gentleman holding door open taking luggage service smile wishing good day change usual unhappy trouble staff london hotels, room excellent clean contempary needed, management obviously taken time train staff proud achieved, did n't eat hotel resturant looked stylish plenty people eating, location excellent know london underground station bus routes close, certainly recommend hotel,  ",5,4,4,4,0,12,507
173,"secrets excellance romance endless secrets feb. 15 22nd, greeted w/mimosas cool washclothes wash away travel grit welcomed elegant new world week, upgraded excellance club, ocean/pool view room 10102. sun rose balcony view spectacular, staff goes way assist warm greeting gardeners, secrets not party resort, relaxing no crowds no reservations required restaurant longest wait time 15 minutes, bar 1 minute walk refreshment relax, lobby breathtaking, spent moments relaxing listening jazz early evening dinner, water rough resort walk right 1/2 mile come log water seas calm beautiful swim, did day, weather 77 80 partly cloudy, dark clouds come gone w/in 15 minutes, rained happened night, bartender bucks appreciated remember drinking, amenties excellance club great, absolute vodka johnny walker scotch room, club served line liquors bountiful continental bfast chose, afternoon appetizers plentiful, balcony club great place enjoy late afternoon cocktail overlooking pool ocean, 2 computers internet access available, sports bar great area able catch uconn basketball game, beaten path not marked seek, recommended staff signage access easier, overall resort meticulously clean pleasant staff romantic quiet place chill just enjoy other.we definetly return doubt, diane david connecticut,  ",5,4,4,4,0,12,1294
174,"hit high notes ease super clean super stylish super service, great location walking city, not big touristy plaza quiets night, upgraded no extra charge 6th floor suite loved, great subdude color scheme flat scree tv room good sized bathroom need seperate tub shower modern showerheads stay,  ",4,4,4,4,4,16,292
175,"faultless experience stayed laguna september wonderful week.firstly starwoods preferred quest upgraded junior suite arrival breakfasts included, room best stayed n't reason staying nice come day.the staff attentive time talk guests.they gave big beaming smile greeted, grounds kept clean tidy condition, food good especially breakfast buffet, prices dinner comparable normal hotel prices alternate places eat bali collection just short walk away outside nusa dua complex suite budgets.having thought long time stay not think bad say property orl improvements make, just goes say big thank laguna perfect week,  ",5,2,4,0,2,8,611
176,"husband just got great trip vieques post info forums vieques hotel.we went not expecting lot based reviews, things loved didn't1, ocean room upgraded 50/night got great big beautiful room, ocean looked past pool.2, employees nice.3, big pretty tub unfortunately fills brown water pipe issue sense not new issue.4, signs sure chain deadbolt room chain deadbolt broken, called desk said oh yeah door locks fine, fine, 5. little thing ca n't figure apx, 22 people arrived sat morning starting w/ screaming kids 7:15, 10pm returned, rented room 8 12-packs coors light retrieve loud chattering/ cheering starting 9am, did n't deal jackhammers daily basis tiny bit tolerant came vieques quiet, ultimately change rooms non-ocean view room final night knew n't deal especially morning, yes time event concerned desk called arond 10 pm party going come home going said n't claimed completely oblivious situation, room 608 directly pool desk far away pool knew it.at various times evening returning returned mentioned things like beer, said oh report n't allowed thing people working swim bar, people, certainly making money folks drinks versus ones brought did, noticing stopping, thing really odd just n't understand decided let people continue throwing beer tops bushes screaming gone day stuck car frustrating, no problem people having good time honestly really did n't sense staying hotel.they offered send security, took early n't efficient, pool went screaming 20 minutes later.all said hotel fine, spa facilities nice shower day friendly staff, charge 50 late check just gave desk things spent day swimming amazing waves right martineau beach, actually think prefer inn blue horizon peaceful closer beaches breath martineau probably better kids beach fun day waves way strong kids place sip pina colada sit beach rest beaches undeveloped thankfully, thing.. nice taxi driver use martineau fyi significantly earlier want nice little frustrating wait mood just leaving earlier want no biggie just fyi, having little trouble posting photos try,  ",3,3,2,3,1,9,2041
177,"better expected, 15 2007 stay 414 inn surprisingly great, staff helpful breakfast satisfactory, great location restaurants, definitely stay, sandy marvin woodland hills ca,  ",4,2,0,2,0,4,174
178,"cambridge suites family spent enjoyable nights cambridge suites august 2005. stayed number historic fairmont hotels cities vacation enjoyed change pace modern hotel, room equipped separate sink toilet/shower room, location convenient short walk path provides indoor access virtually downtown, teenagers enjoyed proximity eaton mall, exceptional expensive children meal hotel restaurant daily continental breakfast included, service level did not match service provided hotels star star hotel priced accordingly, complaint long wait elevators apeared operational floor high climb stairs,  ",4,-1,-1,-1,-1,-4,588
179,"just beautiful reading 1 ranked simpsons tripadvisor just try, arranged night stay 6 boutique, no check-in, expecting, gave simple instructions intercom buzzed door open left own.we booked dormer room given room 3rd floor, no elevator bell-boy, lugged bags, room ready key room door, room just beautiful, exactly promised website maybe better, spacious grand loved immediately.they large exquisite reading room unfortunately did not time explore, free internet access came handy searching directions.location just king cross, u easily bars restaurants open late area, far city centre cabs n't come, walked rocks market took hour, met hotel staff time morning breakfast, wonderful helpful,  ",4,2,2,3,0,7,690
180,"shopping christmas stay booked rooms 4 night stay just prior christmas, wife children 18 22 hotel located mayfair convenient oxford street west end hyde park service excellent staff attentive respectful, like steeping time tradition values mattered, enjoyed breakfast afternoon tea, wife eat gluten free food chef aways provided highest standard, recommend hotel throughly english establishment provides super service great location,  ",5,3,3,3,3,12,435
181,"perfect vacation bf stayed caribe 7 days amazing time had.i doubts reading negative reviews time negative.granted check pain didnt arrive til 11pm little understaffed, room beautiful problem a/c turns just didnt balcony door closed properly came w/in 5 mins, place picture perfect, weather great ask more.the food good actually gained weight, getting reservation la carte dinners little difficult just relaxed treated like game, reservations food good ate american grill chinese seafood italian beach clean people friendly helpful pool quiet stayed away pool bar.the service people drive lot little scooters just hold breath bit no big deal, decided year,  ",5,3,7,6,0,16,657
182,"better just got week seattle loved minute, pacific plaza good buy use improvement, 8th floor heat builidng rise room, room non-smoking internal ventilation draw smoke rooms, staff courteous helpful location good,  ",3,3,3,3,0,9,214
183,"awesome end fabulous honeymoon husband stayed nights honeymoon, tahiti amazing resorts la taha'a private island resort did n't expectations, jr. suite gorgeous, beds lovely soft cozy, bathrooms spacious nice shower best hotel, 2 concierges know city extremely helpful rest staff, staff caters guest flawlessly, usually calls desk hour receive service, surprised issues taken care minutes truly think goldfish brought room missing pets just want little liveliness room.loved turn service small adds amazing experience, pool gorgeous unfortunately not able experience spa fully booked mother day treatments look amazing.we ate restaurant breakfast lovely experience, food perfect service impeccable, like staff knew names second day remembered ordered tea coffee type juice type bread, stayed beautiful places world including paris london, husband agree amazing place stayed not rooms gorgeous service pure perfection,  ",5,0,9,11,0,20,918
184,"fabulous hotel great location superb housekeeping went barcelona july stayed montacado h10 thought good, hotel jazz absolutely fantastic, arrived 1pm quickly checked bags taken, major city expected room small year boy did suprise huge plenty room comfortable beds spotlessly clean lovely large bathroom facilities.the hotel 5 mins walk place catalunya airport bus, starbucks way great morning coffee plenty bars shops, max 2 min walk las ramblas, rooftop solarium pool perfect city views quite extensive, tried room service bar time.now housekeeping hotels wrong jazz absolutely spotless everyday staff deserve special thanks, day came room looked perfect impressed left extra large tip cleaners deserve make sure old market just las ramblas going 100m right, amazing place fab fresh food cafe eat wait worth it.superb break definitely jazz,  ",5,7,9,9,2,27,843
185,"good hotel great location having read reviews site determined stay hotel two-night break, called sofitel tried book told no availability went amex got room, paid 500 night fairly hefty view sure not scale nyc.it s certainly great hotel little underwhelmed given hype reviews nothing wrong no wow factor, good business hotel.positiveslocation greatstaff largely friendlyroom big enoughspotlessquietthe beds heavenlynice welcome chocciesnegativespublic areas dark lack ambiencei concierges little precious particularly renelimited snacks room serviceshort bath, 5'8 none taxi drivers knew started realise ask carnegie hall ny cabbies insist addressso altogether good standard business hotel pricey,  ",5,5,5,4,4,18,698
186,"happy nice stay hotel, sprang junior suite enormous dutch standards, glass bathroom neat view dam square outstanding, staff really wonderful, let check hours early greatly appreciated, free internet access real boon, unlike poster happy quality room felt clean exactly depicted photos.my caveats really business hotel feel atmosphere prices, second really loud trams people right outside window, nice right middle stopping room packages use bathroom easy, noise considered booking,  ",4,0,5,4,1,10,483
187,"noise no room charges allowed hotel attractive lovely features amazing fountain entrance problems staying, firstly room directly china grill techno blaring room 2am, stay make sure ask room away disco, did complaining unfortunately cash guests- meant not charges room, annoying pay cash everything- signed 300 incidentals receipt plus embarrassing told cash-only status room-service waiter, did complained noise just did not like look big problem, nice hotel make sure iron potential problems check good stay,  ",2,0,3,3,0,6,511
188,"quiet hotel close gran stayed nights arrival spain, intention rest day visit outskirts madrid el escorial/valle los caidos happy just comfortable place stay, hotel small street no parking underneath public garage expensive blocks away rental car, room twin beds n't pushed beds comfortable, lobby area quite large areas people sit couches chairs read drink talk friends, breakfast quite good variety eggs meats cheeses pastries cereals juices choose, bottles red wine water enjoy having breakfast, staff quite friendly helpful, tried use lobby trouble access code attendant given took desk let use, hotel quiet grateful overcame jet lag, like shop close gran puerta del sol plaza mayor,  ",4,2,2,2,2,8,688
189,"wouldnt, family just returned 5 night stay maile sky court, initial check ok desk staff aloof not offered bell hop service, inquired roll-a-way bed told 30 day excessive, room extremely small talking european small honestly no place roll-a-way, bed poor shape furnishing sparse used, bathroom small tub filled water showering took long time drain, swimming pool freezing cold hot tub nice, visit time went pool dealt drunk locals told guests try report regulars bar not asked leave, good note elevators worked great waited minutes, maid service excellent friendly, did good job working used facility, beach not far away 10 minute walk vit hawaaian steakhouse stairs decent priced breakfast lunch meals, summary not stay, place decently clean uncomfortable family, charging use room safe tacky,  ",2,3,3,3,3,12,795
190,"cocktails crostini hotel positioned centro storico, artfully wittily created parts palazzo presumably property white guelph family, delightful combination antique features modern style staying inspiring experience, breakfast generous imaginative served pleasant room high windows altogether best experiences italian hotel breakfasts dispiriting served benefit natural light, ambience breakfast spring step set pound streets galleries churches, desk staff ca n't faulted helpfulness charm local knowledge, good shot starting evening convivial fashion cocktails crostini reasonable prices, overall excellent value central florence,  ",4,4,4,4,4,16,631
191,"loved stayed casci year nov. 2003 thanksgiving great, 5 minutes duomo near san lorenzo market 5 min, great buy food little mini-bar hotel room, single room bit small travel europe standard, single small shower tv hair dryer minibar, certainly stay close, free internet makes easy check-in home,  ",4,0,0,0,0,0,296
192,"absolutely class, book, reading like choosing hotel carefully, spent ages looking reviews checking availability prices particular stay phobic cleanliness having just returned 5 day stay delighted able report hotel truly fabulous, marks cleanliness comfort location value service breakfast relieved saw squeky clean light airy room rooms brand new mini suites equipped kitchenette includuing huge fridge freezer ice maker microwave coffee maker black marble worktop breakfast bar.plus huge ultra plasma t.v. tons channels movies choose holed 2ft snow, cosy excellent highly responsive heating air conditioning system.but brand new huge beds like sleeping fluffy clouds, sumptuous luxury ultra light quilts 8 pillows deep comforters matress fabulous ultra white eqyptian cotton bedding, heaven, slept comfortable bed this.i actually looked forward getting room day enjoy, beers wine fridge friends stay double sofa bed spare linen room chose wide selection take-out menus nights pleasure, excellent view empire state building lit red white blue morning enjoyed cooked breakfast excellent buffet breakfast room adjacent trendy library lounging areas, did n't use smart gym looked great.my stay faultless staff extremely friendly helpful, not recommend hotel highly enough.finally add credit review rarely gush stayed hotels standards world years rates best value considering high standards, trust book place available not disappointed,  ",5,3,4,4,2,13,1434
193,"5+ stars hotel took city break london barcelona 26 dec 28 dec 05 booked hotel expedia deal, given price usd 400 5-star competitors nights expected terrible arrived, instead thrilled stay, pros desk staff courteous efficient fluent english, room superior king huge beautifully decorated immaculate, multi-head power shower special treat americans europe usually trouble finding good shower best hotel, breakfast buffet usd 24/person worth cost included kumquats silver dollar pancakes scrumptious pastries homemade breads, champagne strawberries available, waitstaff extremely courteous attentive refills best coffee tasted.- transportation plentiful, bus turistic tour bus takes city stops right hotel cabs/hire cars waiting, cons book hotel ask city view water view, placed room facing courtyard means peering offices world trade center, king room consisted double beds pushed, want walk hotel door center bars/restaurants not best choice, located 10-15 min walk touristy parts la rambla, walk beautiful,  ",5,2,4,2,2,10,1007
194,"great stay marriott villas doral week stay marriott villas doral april 2008 n't pleased, smaller marriott resort 98 villas villas 2 bedroom 2 bath, buildings look pool refurbished summer 2007 rest buildings look lake, resort maintained nicely staff n't pleasant, resort activities designed children adults took walking tour doral resort spa street villas 3 golf courses beautiful spa pools restaurants villa guests welcome use, villas fitness center second floor nice portion looks pool lake equipment new past months, game room fitness center, resort close miami airport 15 minutes major freeways, plenty retail restaurants 5 minute drive lots sights things, no problem finding way baseball game dolphins stadium south beach sharks valley state park singer island 1 1/2 hour drive, highly recommend resort look forward return visit,  ",5,3,3,3,0,9,835
195,"okay hotel average best, staff nice service slow bad, room ok little dingy, restaurants average good place n't want stay 4-5 days san juan, longer splurge nicer place,  ",2,0,2,2,0,4,169
196,"ca n't wait just 4 fantastic days fabulous d'albe hotel st.michel, medium sized room fourth floor included large modern bathroom, room immaculate small tv english channels including mtv comfortable double bed air-conditioning double wardrobe length mirrors minibar safety deposit box large desk chair bedside lockers lamps, linen towels replaced daily, staff friendly extremely helpful, breakfast 12 euros steep plentyful tasty, resturants bars area n't choose, location magnificent did n't need use metro close, cab way d'albe taxi driver commented superb tourist location staying spot, fantastic atmosphere surrounding hotel, paris wont staying,  ",5,3,3,3,0,9,649
197,"nice nice nice stayed ambassador nights, greeted friendly competent staff quickly got check-in, room not largest clean kept, clean sheets day okay beds not perfectly comfortable, nothing worry, impressed silent area night located center, good possibilities transportation nearby, nice outside bar view parking lot bushes seperating parking lot bar, good inside bar, no problems noise rooms, good elderly people lack stairs, good breakfast, price highly recommendable,  ",5,7,7,7,7,28,469
198,"eden, friend 21 21 just returned fom eden week thoroughly enjoyed, althought room not paid, room 111. view not great looked building directly 1 meters gap 2, bed bathroom hairdryer tissues, just wanted, loved free safe room great peace mind dam, noise levels mentioned reports annoying, morning heavy night noise noise noise hear busy hotel fair, check time killer, 3 afternoon, 6 told reception staff room not ready not impressed, soon sorted given room, just corner rembrant plein, really nice area lots bars restauants tram stop right 2 central station dam square, coffee shop great smoke met lots australians amercians great laugh, did tho drinks amsterdam expensive nite decided double vodka redbull came 20 euros 2, soon went bottles like smirnoff ice wud vary 4-6 euros, party crew cafe square great laugh u want dance, thursday went club called escape square absoulty gorgous inside music foreign dance not scene, great irish bar rembrant plein cant remember did gorgeous english brekky 10.50 euros, overall amsterdam great place eden great place 2 stay receommend enjoy dam x,  ",4,2,2,2,2,8,1087
199,"interesting architecure unrivalled service amazing breakfasts, impossible 5 stars.we stayed 1 day night stop honeymoon australia.this hotel really notch terms service attentiveness quality.the main intrigue comes colonial heritage place history way laid out.overall occupies larger area land expect hotel like estate low-rise bit lost wandering shopping area mall-facing hotel grounds.because open-air nature raffles grounds impossible escape humidity not used like provied room wing hotel area open lawn right main building simply expose backdripping humidity simply breakfast.however breakfast worth sweating array food diversity extraordinary think provide day.what paying getting hotel quality service come contact here.the room certainly special terms size facilities quality finishes.the thing pretty impossible occupy decent length time hotel order escape humidity rear grounds buildings open-air.this factor limiting ability refresh travelling onwards.however great bar steak restaraunt lining piazza gardens.however looking total relaxation pampering n't spend time going extremes climate control strongly recommend valley wing deluxe city view shangri la instead cheaper great pool attentive does n't deal non-resident visitors, oh forgot free champagne beer evening,  ",5,0,0,3,2,5,1279
200,"beautiful hotel river view hotel wife accross river, building farthest right,  ",5,0,0,0,0,0,79
201,"excellent choice afternoon tea, afternoon tea rose lounge, truly tranquil setting heart london, tried reservation usual tea-rooms booked, good alternative, intimate surroundings touch class, excellent value money came feeling refreshed ready theatre, excellent harpist played added ambience, worth,  ",5,0,2,0,2,4,300
202,"great vacation, husband just got punta cana princess not wait, went aug. 8 aug. 15 weather perfect, vacation amazing, hotel size room- perfect, 215 rooms room beautiful view, 30 second walk pool 2 minute walk beach, visited resort huge, people shuttle beach room, really comfortable king-size bed huge couch tv, shocked great channels espn cinemax hbo showtime news, rooms cleaned perfection everyday, great air conditioning, extremely pleased room, pool swim-up bar pool nice size activities going day long water volleyball water polo water aerobics, swim-up bar crowded good cold drink, disappointed pool closed 7pm, husband really wanted swim nights dinner n't closed, hotel grounds breath-taking, worked hard everyday grounds manicured perfection, palm trees larger place plus ton, really cool statues resort, beach favorate, beach beautiful blue, small seaweed beach does n't, small waves make water fun place play, resort kayaks boggie boards snokeling gear hobie cats included guests, advantage activities really fun, dive shop resort beach, actually went diving ship wreck really cool, dive master really good able interior huge ship, recommend diving punta cana especially place, sand white fine, like powder, important no matter time day beach plenty chairs relax plenty shade, sun intense recommend bringing lots sun block, food not greatest eat, really liked pizza lunch tex-mex restaraunt dinner, great filet mignon cooked perfection, did not sick food concern previous reviews, tipping not required tipped time, vacation went bank got 100 ones, everyday gave maids candy money, nice restaraunts couple dollars, gave bartenders money, ended tipping 75 entire vacation worth, employees work hard make sure vacation enjoyable, workers lots enthusiasm real pleasure, great personalities really enjoy job, tips avoid gift shops, try think need, prices gift shop insane, friends bought disposable camera 20 sun tan lotion 25, worker not come price, tried buy tiny bottle solarcane wanted 18, shocked outragous prices, bring types medicine sun block just case prevent having pay rediculous prices, bring snacks home, really wanted potato chips just taste home, hope helps not wrong picking punta cana princess,  ",5,7,7,7,7,28,2219
203,"raco del pi highly recommend beautiful clean large room helpful friendy staff excellent central location gothic quarter cava arrival n't asked, not hotel restaurant recommendation incredibly overpriced better options immediate locality, highly recommend irati restaurant taller tapas del pi square visit cathedral roof park guell la pedreda perfume museum picasso museum castle montjuic zoo olympic park..and cafe textile museum bar des fades'..have wonderful stay,  ",5,4,4,4,4,16,467
204,"perfect perfect consistent 5 star experience, particularly staff performed glitches, like classical ambiente,  ",5,0,0,1,0,1,111
205,"fantastically satisified, picked affinia dumont reviews read trip advisor not dissappointed, rooms huge beautifully decorated great value centrally located requirements, thing special mention staff, not let hotel anytime nicest professional relaxed bunch people met work place, special mention chris doorman outstanding ambassador hotel.thank making friends stay memorable experience definately future, well'dee richelle dublin ireland,  ",5,4,4,4,4,16,438
206,"amiable stay condado plaza stayed condado plaza nights early dec 2008. large room nice unobstructed view lagoon, unlike reviews reception/front desk friendly professional, did not eat hotel restaurants, pools nice beach area small entering water rocky, water calm lagoon atlantic, bridge repairs taking place adjacent beach driving piles bridge foundation noisy, close old san juan hotels/boutiques cartier gucci condado strip, housekeeping efficient not necessarily encompasing, bellman service polite quick missed little things i.e, placing luggage luggage stand, efficiency wise self park validate parking ticket everytime, wish just provide special ticket allows come having waste time validating ticket, aware resort fees island taxes city taxes, likely make 25-30 final,  ",4,-1,-1,-1,0,-3,778
207,"wonderful hoyel sisters husbands went cruise july 2005 deceided stay night hotel royal barcelona.we impresed friendliness desk staff, given rooms soon arrived, 10 hours flying usa running airports france rooms 6th floor facing famous las ramblas, rooms spacious important thing non smoking floor, bathrooms inmaculate clean, entire facilities inmaculate beds confortable.at night serenated guy playing flute window music good, rooms sound proof did not bother, day went hot cold buffet breakfast good, best chocolate milk years hotel staff arrangements van pick airport morning tour city barcelona pier cruise ship, went hitch spite fact adults tons luggage excellent hotel 4 stars highly recommend anybody, looking forward stay future trips barcelona,  ",5,0,4,4,0,8,754
